Team_x,Year,Rk,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Playoffs,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Successful,Arena,Attend.,Attend./G,Lost To,Round made it to,Team_y,Lost to Rk,Lost to Age,Lost to W,Lost to L,Lost to PW,Lost to PL,Lost to MOV,Lost to SOS,Lost to SRS,Lost to ORtg,Lost to DRtg,Lost to NRtg,Lost to Pace,Lost to FTr,Lost to 3PAr,Lost to TS%,Lost to eFG%,Lost to TOV%,Lost to ORB%,Lost to FT/FGA,Lost to Playoffs,Lost to eFG%.1,Lost to TOV%.1,Lost to DRB%,Lost to FT/FGA.1,Lost to Successful,Lost to Arena,Lost to Attend.,Lost to Attend./G,Lost to Round made it to,Difference NRtg,Difference W,Difference MOV,Difference Pace,Difference ORtg,Difference DRtg,Difference Age,Difference TS%
Sacramento Kings,2023,8,25.4,48,34,47,35,2.65,-0.35,2.3,119.4,116.8,2.6,100.3,0.284,0.423,0.608,0.572,12.0,22.7,0.225,1.0,0.563,12.6,77.2,0.203,0,Golden 1 Center,"715,491","17,451",Golden State Warriors,Conference First Round,Golden State Warriors,11.0,27.3,44.0,38.0,45.0,37.0,1.8,-0.15,1.66,116.1,114.4,1.7,101.6,0.224,0.479,0.6,0.571,14.1,24.4,0.178,1.0,0.54,12.3,76.0,0.214,0.0,Chase Center,"740,624","18,064",Conference Semifinals,-0.9000000000000001,-4.0,-0.8499999999999999,1.2999999999999972,-3.3000000000000114,-2.3999999999999915,1.9000000000000021,-0.008000000000000007
Phoenix Suns,2023,9,28.1,45,37,46,36,2.07,0.01,2.08,115.1,113.0,2.1,98.2,0.241,0.362,0.57,0.535,12.0,26.6,0.191,1.0,0.532,12.9,76.0,0.234,0,Footprint Center,"699,911","17,071",Denver Nuggets,Conference Semifinals,Denver Nuggets,6.0,26.6,53.0,29.0,49.0,33.0,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,1.0,0.543,12.2,76.4,0.201,1.0,Ball Arena,"788,635","19,235",NBA Champion,1.2999999999999998,8.0,1.2600000000000002,-0.10000000000000853,2.5,1.2000000000000028,-1.5,0.031000000000000028
New Orleans Pelicans,2023,10,25.9,42,40,46,36,1.89,-0.26,1.63,114.4,112.5,1.9,99.1,0.279,0.344,0.582,0.543,12.9,24.7,0.221,1.0,0.543,13.4,77.4,0.212,0,Smoothie King Center,"687,691","16,773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden State Warriors,2023,11,27.3,44,38,45,37,1.8,-0.15,1.66,116.1,114.4,1.7,101.6,0.224,0.479,0.6,0.571,14.1,24.4,0.178,1.0,0.54,12.3,76.0,0.214,0,Chase Center,"740,624","18,064",Los Angeles Lakers,Conference Semifinals,Los Angeles Lakers,16.0,27.9,43.0,39.0,42.0,40.0,0.57,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,0.542,12.3,22.8,0.232,1.0,0.535,10.9,76.3,0.171,1.0,Crypto.com Arena,"763,168","18,614",Conference Finals,-1.1,-1.0,-1.23,-0.29999999999999716,-1.5999999999999943,-0.5,0.5999999999999979,-0.018000000000000016
Toronto Raptors,2023,12,25.8,41,41,45,37,1.48,0.12,1.59,115.5,114.0,1.5,97.1,0.257,0.351,0.555,0.517,10.3,27.8,0.201,1.0,0.565,15.3,76.7,0.223,0,Scotiabank Arena,"811,261","19,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Bulls,2023,13,27.5,40,42,44,38,1.29,0.07,1.37,113.5,112.2,1.3,98.5,0.251,0.333,0.587,0.55,12.2,20.1,0.203,1.0,0.544,13.5,77.8,0.197,0,United Center,"841,632","20,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City Thunder,2023,14,22.8,40,42,44,38,1.09,-0.12,0.96,115.2,114.2,1.0,101.1,0.256,0.369,0.57,0.531,11.2,24.7,0.207,1.0,0.547,14.4,72.9,0.222,0,Paycom Center,"636,903","15,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Nets,2023,15,28.0,45,37,43,39,0.85,0.18,1.03,115.0,114.1,0.9,98.3,0.26,0.397,0.598,0.562,12.7,19.6,0.208,1.0,0.53,12.2,73.7,0.212,0,Barclays Center,"724,439","17,669",Philadelphia 76ers,Conference First Round,Philadelphia 76ers,3.0,28.2,54.0,28.0,52.0,30.0,4.32,0.06,4.37,117.7,113.3,4.4,96.9,0.3,0.389,0.608,0.563,12.6,21.6,0.25,1.0,0.541,13.0,77.2,0.217,0.0,Wells Fargo Center,"839,261","20,470",Conference Semifinals,3.5000000000000004,9.0,3.47,-1.3999999999999915,2.700000000000003,-0.7999999999999972,0.1999999999999993,0.010000000000000009
Los Angeles Lakers,2023,16,27.9,43,39,42,40,0.57,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,0.542,12.3,22.8,0.232,1.0,0.535,10.9,76.3,0.171,1,Crypto.com Arena,"763,168","18,614",Denver Nuggets,Conference Finals,Denver Nuggets,6.0,26.6,53.0,29.0,49.0,33.0,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,1.0,0.543,12.2,76.4,0.201,1.0,Ball Arena,"788,635","19,235",NBA Champion,2.8,10.0,2.7600000000000002,-3.200000000000003,3.0999999999999943,0.29999999999999716,-1.2999999999999972,0.019000000000000017
Los Angeles Clippers,2023,17,29.7,44,38,42,40,0.5,-0.19,0.31,115.0,114.5,0.5,98.0,0.278,0.387,0.588,0.551,12.8,22.9,0.217,1.0,0.543,11.7,76.6,0.195,0,Crypto.com Arena,"720,543","17,574",Phoenix Suns,Conference First Round,Phoenix Suns,9.0,28.1,45.0,37.0,46.0,36.0,2.07,0.01,2.08,115.1,113.0,2.1,98.2,0.241,0.362,0.57,0.535,12.0,26.6,0.191,1.0,0.532,12.9,76.0,0.234,0.0,Footprint Center,"699,911","17,071",Conference Semifinals,1.6,1.0,1.5699999999999998,0.20000000000000284,0.09999999999999432,-1.5,-1.5999999999999979,-0.018000000000000016
Atlanta Hawks,2023,18,24.9,41,41,42,40,0.29,0.02,0.32,116.6,116.3,0.3,100.7,0.244,0.331,0.579,0.541,11.2,25.1,0.2,1.0,0.552,12.4,75.8,0.206,0,State Farm Arena,"719,787","17,556",Boston Celtics,Conference First Round,Boston Celtics,1.0,27.4,57.0,25.0,57.0,25.0,6.52,-0.15,6.38,118.0,111.5,6.5,98.5,0.243,0.48,0.6,0.566,12.0,22.1,0.197,1.0,0.528,11.3,78.5,0.18,1.0,TD Garden,"766,240","18,689",Conference Finals,6.2,16.0,6.2299999999999995,-2.200000000000003,1.4000000000000057,-4.799999999999997,2.5,0.02100000000000002
Dallas Mavericks,2023,19,27.8,38,44,41,41,0.07,-0.22,-0.14,116.8,116.7,0.1,96.6,0.298,0.487,0.599,0.565,11.4,18.0,0.225,,0.549,11.9,75.5,0.226,0,American Airlines Center,"827,282","20,178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Timberwolves,2023,20,25.8,42,40,41,41,-0.04,-0.18,-0.22,113.7,113.8,-0.1,101.0,0.271,0.381,0.592,0.56,13.6,21.5,0.205,1.0,0.54,13.3,74.3,0.225,0,Target Center,"687,510","16,769",Denver Nuggets,Conference First Round,Denver Nuggets,6.0,26.6,53.0,29.0,49.0,33.0,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,1.0,0.543,12.2,76.4,0.201,1.0,Ball Arena,"788,635","19,235",NBA Champion,3.5,11.0,3.37,-2.9000000000000057,3.8999999999999915,0.4000000000000057,0.8000000000000007,0.009000000000000008
Miami Heat,2023,21,27.7,44,38,40,42,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,0.53,12.4,22.8,0.224,1.0,0.561,14.5,77.7,0.198,1,Kaseya Center,"807,190","19,688",Denver Nuggets,Finals,Denver Nuggets,6.0,26.6,53.0,29.0,49.0,33.0,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,1.0,0.543,12.2,76.4,0.201,1.0,Ball Arena,"788,635","19,235",NBA Champion,3.6999999999999997,9.0,3.65,1.7999999999999972,4.599999999999994,0.9000000000000057,-1.0999999999999979,0.027000000000000024
Utah Jazz,2023,22,26.5,37,45,39,43,-0.94,-0.09,-1.03,115.8,116.7,-0.9,100.5,0.265,0.421,0.584,0.547,13.3,26.8,0.209,,0.541,10.9,75.2,0.205,0,Vivint Arena,"728,240","17,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Wizards,2023,23,26.2,35,47,38,44,-1.21,0.15,-1.06,114.4,115.6,-1.2,98.6,0.258,0.365,0.585,0.55,12.7,22.6,0.202,,0.54,11.0,76.1,0.194,0,Capital One Arena,"710,481","17,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Magic,2023,24,23.1,34,48,35,47,-2.56,0.17,-2.39,111.6,114.2,-2.6,99.3,0.29,0.361,0.573,0.532,13.4,23.8,0.227,,0.55,13.1,77.7,0.211,0,Amway Center,"728,405","17,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana Pacers,2023,25,24.5,35,47,33,49,-3.18,0.28,-2.91,114.6,117.7,-3.1,101.1,0.265,0.413,0.581,0.545,13.0,23.4,0.209,,0.554,13.0,72.2,0.229,0,Gainbridge Fieldhouse,"641,562","15,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland Trail Blazers,2023,26,25.1,33,49,31,51,-4.01,0.05,-3.96,114.8,118.8,-4.0,98.6,0.289,0.413,0.589,0.549,13.1,22.4,0.23,,0.563,12.1,74.9,0.217,0,Moda Center,"767,374","18,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Hornets,2023,27,25.3,27,55,26,56,-6.24,0.35,-5.89,109.2,115.3,-6.1,100.8,0.261,0.36,0.55,0.516,12.3,23.8,0.195,,0.544,12.5,75.5,0.211,0,Spectrum Center,"702,052","17,123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Rockets,2023,28,22.1,22,60,23,59,-7.85,0.24,-7.62,111.4,119.3,-7.9,99.0,0.285,0.359,0.554,0.516,14.0,30.2,0.215,,0.564,11.8,75.8,0.218,0,Toyota Center,"668,865","16,314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit Pistons,2023,29,24.1,17,65,22,60,-8.22,0.49,-7.73,110.7,118.9,-8.2,99.0,0.295,0.372,0.561,0.52,13.3,24.9,0.227,,0.557,11.9,74.0,0.231,0,Little Caesars Arena,"759,715","18,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Antonio Spurs,2023,30,23.9,22,60,19,63,-10.04,0.22,-9.82,110.2,120.0,-9.8,101.6,0.229,0.348,0.554,0.525,13.0,25.6,0.17,,0.576,12.0,74.9,0.201,0,AT&T Center,"694,434","15,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
